Incidenct Code;Customer Company Group;Customer Company;Creation Date-Time;Resolution Date-Time;Incident Status;Incident Description;Support Group;Tower Group;Domain Group;Priority;Resolution Description;Assigned Organization;Inc. Category;Last Modified Date;Inc. Type;Inc. Element;Aging (Days);Localización Cliente;Departamento Cliente
INC000000999904;IBERIA;IBERIA;28/02/2018 14:54;;In Progress;[TRYP]: Falla tryp;AIRPORT2;Application Tower;Aeropuertos;Media;;Mantenimiento Aeropuertos;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;PMI AEROPUERTO;PRODUCCION MYP PMI (AHAKS0PM)
INC000000999902;IBERIA;IBERIA;28/02/2018 15:04;;In Progress;[IMP001] Finance SAP Error;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;;Mantenimiento Dir. Técnica;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;SIN IDENTIFICAR;
INC000000999898;IBERIA;IBERIA;28/02/2018 14:24;;In Progress;Fallo Peoplesoft: Slow Processes execution;DBA-ORACLE-App-Support;Application Tower;DBAs;Media;;Mantenimiento Herramientas IT & DBAs;INCIDENT;28/02/2018;DATA ISSUE;;1;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000999895;IBERIA;IBERIA;28/02/2018 14:04;;In Progress;[IMM003] Transacción ZMD123.;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;;Mantenimiento Dir. Técnica;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;TALLER MOTORES;ACCESORIOS DE MOTOR (AMICM0CB)
INC000000999893;IBERIA;IBERIA;28/02/2018 16:12;;Assigned;[PORTAL EMPLEADO] Sin informacion en My tryp;AIRPORT2;Application Tower;Aeropuertos;Baja;;Mantenimiento Aeropuertos;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;1;HANGAR 6;TMA MECANICA. PROD CAD1 H (AMIRD0FA)
INC000000999891;IBERIA;IBERIA;28/02/2018 13:59;;Pending;Incidencia en impresora. IB-P002856;IAG SITA Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;PRINTING FAILURE;;1;EAS AEROPUERTO;POLIVALENCIA EAS PAX (AHAIE0PZ)
INC000000999890;IBERIA;IBERIA;28/02/2018 13:52;;Pending;Fallo Software: Sin acceso varias webs;IAG EUC Remote Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;TALLER MOTORES;INGENIERIA REPARACION (AMITP0A0)
INC000000999884;IBERIA;IBERIA;28/02/2018 13:38;;In Progress;Sin llamadas a CYB-fraude durante el día 27/02/2018;AM_MTO_IBCOM;Application Tower;Ib.com;Media;;MANTENIMIENTO IB.COM;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;1;MANDOS;
INC000000999881;IBERIA;IBERIA;28/02/2018 14:32;;Assigned;Notificación de error en la emision;RSV;Application Tower;PSS;Baja;;Mantenimiento Pasaje;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;SIN IDENTIFICAR (VUELO);FLOTA A340 (AVVIL0A0)
INC000000999876;IBERIA;IBERIA;28/02/2018 13:41;;Pending;[IMM003]No se ha abierto el periodo contable 022018;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;;Mantenimiento Dir. Técnica;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;EDIFICIO T.M.A. - ALMACENES;INTERIORES NZI (AMIRT0DA)
INC000000999866;IBERIA;IBERIA;28/02/2018 13:03;;Pending;Fallo Software: El usuariO no puede conectarse a internet. Se conecta mediante cable.;IAG EUC Remote Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;SIN IDENTIFICAR (MADRID BARAJAS);GE.ESTAND Y PROC- ASIST T (AVY000AS)
INC000000999863;IBERIA;IBERIA;28/02/2018 13:26;;Pending;Incidencia en impresora.;IAG SITA Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;PRINTING FAILURE;;1;SIN IDENTIFICAR;
INC000000999861;IBERIA EXPRESS;IBERIA EXPRESS;28/02/2018 12:55;;Pending;en IBTERM sigue apareciendo otro usuario;IAG EUC Remote Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;SIN IDENTIFICAR;
INC000000999857;IBERIA;IBERIA;28/02/2018 12:47;;Pending;ot receiving telex messages on our Oki Printer;IAG EUC Remote Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;PRINTING FAILURE;;1;SIN IDENTIFICAR (TEL AVIV);PER.LOCAL GERENCIA ISRAEL (AGCV00D0)
INC000000999856;IBERIA;IBERIA;28/02/2018 12:42;;Assigned;Mail message from CONTROL-M: Ha fallado el job R35O185 en zlc , avisar en horario laboral a USCIBMAM;USCIBMAM;Application Tower;Cobol Domain;Baja;;Mantenimiento COBOL;INCIDENT;28/02/2018;PROCESS FAILURE;BATCH;1;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000999854;IBERIA;IBERIA;28/02/2018 12:52;;In Progress;[IMM003] SAP nonos deja sacar material con stock en almacen.;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;;Mantenimiento Dir. Técnica;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;HANGAR 5;SOPORTE PRODUCCION H6 CAD (AMIRD1PH)
INC000000999852;IBERIA;IBERIA;28/02/2018 12:40;;Pending;Fallo Software:NO ME BUSCA EN MI BANDEJA DE ENTRADA;IAG EUC Remote Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;TALLER MOTORES;MNG FACTURACIÓN (AMRF0D)
INC000000999850;IBERIA;IBERIA;28/02/2018 14:00;;Assigned;LINUX_ibm - El job: R00O17PT con OrderID: 30y22 del DataCenter: CTM_SERVER en la maquina: zlc, Aplic;USCIBMAM;Application Tower;Cobol Domain;Baja;;Mantenimiento COBOL;INCIDENT;28/02/2018;PROCESS FAILURE;BATCH;1;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000999849;IBERIA;IBERIA;28/02/2018 13:57;;In Progress;AMO001 - NO ACCESO A AMOS, NO PUEDO ABRIR LA APLICACION;Flight OPS IB;Application Tower;FLIGHT OPERATIONS;Baja;;Mantenimiento Operaciones;INCIDENT;28/02/2018;ACCESS FAILURE;;1;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MNG. CONTROL PLANIFICACIÓ (APXP00NZ)
INC000000999848;IBERIA;IBERIA;28/02/2018 13:57;;Assigned;LINUX_ibm - El job: F49O801 con OrderID: 310w3 del DataCenter: CTM_SERVER en la maquina: zlc, Aplica;USCIBMAM;Application Tower;Cobol Domain;Baja;;Mantenimiento COBOL;INCIDENT;28/02/2018;PROCESS FAILURE;BATCH;1;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000999845;IBERIA;IBERIA;28/02/2018 13:53;;In Progress;AMO001 - EC-JLI WO SAP no generada;Flight OPS IB;Application Tower;FLIGHT OPERATIONS;Baja;;Mantenimiento Operaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;EDIF.101 - HANGAR 3;MGR. SOPORTE A LA PRODUCC (AMNLP4)
INC000000999842;IBERIA;IBERIA;28/02/2018 14:04;;Pending;SVELAZQUEZ 74799 CORREO;IAG EUC Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MANAGER CLIENTES ALTO VAL (ALCO00)
INC000000999840;IBERIA;IBERIA;28/02/2018 13:30;;Assigned;Enlace al buscador de oficinas de Iberia no respeta el idioma. Se abre en idioma español desde UK.;AM_MTO_IBCOM;Application Tower;Ib.com;Baja;;MANTENIMIENTO IB.COM;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;1;MANDOS;
INC000000999838;IBERIA;IBERIA;28/02/2018 15:52;;Assigned;CRQ000000108620 Task TAS000000067452;Conectividad de red;Network Tower;Network Tower;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;COMMUNICATIONS FAILURE;;1;SIN IDENTIFICAR;
INC000000999836;IBERIA;IBERIA;28/02/2018 15:20;;Pending;Fallo Software: hay que instalar el complemento SiebelAx_HI_Client.cab de Oracle;IAG EUC Remote Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;SISTEMAS(MANDOS-ANÁLISIS-PRODU;MNG DESARROLLO COMERCIAL (ASBPC0)
INC000000999835;IBERIA;IBERIA;28/02/2018 13:22;;In Progress;[IMM003] Fallo SAP transaccion ZIALB4;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;;Mantenimiento Dir. Técnica;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);LINEA PROD. PANTALLAS (AMICN0AD)
INC000000999833;IBERIA;IBERIA;28/02/2018 13:20;;Pending;Fallo Software:Problermas de funcionamiento ordenador.;IAG EUC Remote Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;SISTEMAS(MANDOS-ANÁLISIS-PRODU;RESP. SIS. CARGA (ASGC00)
INC000000999826;IBERIA;IBERIA;28/02/2018 13:17;;In Progress;[IMM003] Crear incidencia SAP.;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;;Mantenimiento Dir. Técnica;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);ATE’S & NAVIGATION (AMICN0AA)
INC000000999823;IBERIA;IBERIA;28/02/2018 13:07;;In Progress;[IMM003] imposibilidad de realizar extracciones de material;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;;Mantenimiento Dir. Técnica;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;SIN IDENTIFICAR;
INC000000999822;IBERIA;IBERIA;28/02/2018 13:06;;In Progress;Facebook No se actualiza. Salen noticias de 2016.;Vignette Apps Support;Application Tower;RRHH;Baja;;Mantenimiento Corporativa y RRHH;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;NEO-MARTINEZ VILLERGAS 49;SM COMUNICACIÓN EXTERNA (1CE000)
INC000000999821;IBERIA;IBERIA;28/02/2018 13:05;;In Progress;Dispositivo principal para desviar llamadas.;Fixed Telephony;Network Tower;Network Tower;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;TELEPHONY FAILURE;;1;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MNG DISPONIBILIDAD MATERI (AMICI1)
INC000000999817;IBERIA;IBERIA;28/02/2018 13:01;;In Progress;No se puede realizar ninguna búsqueda en las noticias de 2018. Creo que no lo hemos debido habilitar;Vignette Apps Support;Application Tower;RRHH;Baja;;Mantenimiento Corporativa y RRHH;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;NEO-MARTINEZ VILLERGAS 49;SM COMUNICACIÓN EXTERNA (1CE000)
INC000000999813;IBERIA;IBERIA;28/02/2018 13:03;;Pending;[PORTAL EMPLEADO]Probleemas para ejecutar seccion en area personal.;JAVA Apps Support;Application Tower;RRHH;Baja;;Mantenimiento Corporativa y RRHH;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;1;PMI AEROPUERTO;RAMPA PMI (AHAKS00M)
INC000000999808;IBERIA;IBERIA;28/02/2018 12:45;;In Progress;[IMM003]problemas con la aplicacion de sap;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;;Mantenimiento Dir. Técnica;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;SIN IDENTIFICAR;
INC000000999806;IBERIA;IBERIA;28/02/2018 13:48;;In Progress;Fallo acceso;Conectividad de red;Network Tower;Network Tower;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;SIN IDENTIFICAR (LONDRES);P. FINAN REINO UNIDO E IR (3KEF00KL)
INC000000999801;IBERIA;IBERIA;28/02/2018 12:37;;In Progress;Incidencia SERVPREV Y SEHI;Conectividad de red;Network Tower;Network Tower;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;COMMUNICATIONS FAILURE;;1;SIN IDENTIFICAR;
INC000000999797;IBERIA;IBERIA;28/02/2018 12:24;;In Progress;450233526 falta código de barras;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Baja;;Mantenimiento Dir. Técnica;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;TALLER MOTORES;GESTIÓN DE SUBCONTRATOS (AMITJ0B0)
INC000000999792;IBERIA;IBERIA;28/02/2018 12:51;;Pending;Fallo Software:Problemas con el ordenador;IAG EUC Remote Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;IBZ AEROPUERTO;TMA MECANICA IBIZA (AMNLR0GB)
INC000000999786;IBERIA;IBERIA;28/02/2018 12:39;;Pending;CAIDA APLICACIÓN UPLAS;JAVA Apps Support;Application Tower;RRHH;Media;;Mantenimiento Corporativa y RRHH;INCIDENT;28/02/2018;ACCESS FAILURE;;1;XRY AEROPUERTO;MNG AEROPUERTO JEREZ-BADA (AHAS00)
INC000000999777;IBERIA;IBERIA;28/02/2018 11:57;;In Progress;BJSCICKM108 - Pl 1 Open Plan, Gerencia * C360/A0ED021030042 - Atascos y ruido;Soporte KONIKA/MINOLTA;KONICA;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;PRINTING FAILURE;PAPER JAM;1;TERMINAL T4;PERSONAL_GEST.EMP_S.AUX (AHMP00PF)
INC000000999773;IBERIA;IBERIA;28/02/2018 11:45;;In Progress;Fallo Peoplesoft: EMPLEADO 721383 VICENTE PALANCAR DESCUENTA AÑO 2017;PeopleSoft Apps Support;Application Tower;RRHH;Baja;;Mantenimiento Corporativa y RRHH;INCIDENT;28/02/2018;DATA ISSUE;;1;NEO-MARTINEZ VILLERGAS 49;MNG. GEST. NÓMINAS (3YRN00)
INC000000999772;IBERIA;IBERIA;28/02/2018 11:43;;Assigned;LINUX_ibm - El job: F06O05 con OrderID: 313y7 del DataCenter: CTM_SERVER en la maquina: zlc, Aplicac;USCIBMAM;Application Tower;Cobol Domain;Baja;;Mantenimiento COBOL;INCIDENT;28/02/2018;PROCESS FAILURE;BATCH;1;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000999771;IBERIA;IBERIA;28/02/2018 12:01;;Assigned;Dispositivo averiado.;Mobiles;Network Tower;Network Tower;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;TELEPHONY FAILURE;DEVICE;1;TERMINAL T4;ASIST. AVION_CYD_SPV.JEFE (AHMDR03F)
INC000000999766;IBERIA;IBERIA;28/02/2018 11:42;;Pending;Fallo WEVIL WEVIL CONSOLA 1 HUB CIC NO FUNCIONA;IAG EUC Remote Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;BCN AEROPUERTO;MNG. CTROL OPERATIVO Y CO (AHABC0)
INC000000999762;IBERIA;IBERIA;28/02/2018 11:23;;Pending;[IVS001]No figura hora límite firma S/C 297076 MAD-GRU 6827 26/02/18;MOVILIDAD;Application Tower;Movilidad;Baja;Desde el punto de vista de mantenimiento esto no es una incidencia pero se dejará pendiente hasta que negocio tome una decisión sobre la funcionalidad del código.;Mantenimiento Movilidad;INCIDENT;28/02/2018;DATA ISSUE;;1;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA LARGO RA (ABLY00)
INC000000999758;IBERIA;IBERIA;28/02/2018 11:18;;Pending;AMO001 - Imposible abrir sistema amos en ordenador SATRAMPAP03;Flight OPS IB;Application Tower;FLIGHT OPERATIONS;Baja;;Mantenimiento Operaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;EDIF.101 - HANGAR 3;APOYO SAT (AMNLL0F0)
INC000000999757;IBERIA;IBERIA;28/02/2018 11:07;;Assigned;LINUX_ibm - El job: R00O21TA con OrderID: 30t9d del DataCenter: CTM_SERVER en la maquina: zlc, Aplic;USCIBMAM;Application Tower;Cobol Domain;Baja;;Mantenimiento COBOL;INCIDENT;28/02/2018;PROCESS FAILURE;BATCH;1;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000999750;IBERIA;IBERIA;28/02/2018 12:33;;Pending;[TRYP]:Llevamos toda la mañana con problemas en TRYP.;IAG EUC Remote Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);SM SOPORTE A LA OP_CTROL (AMIC00CP)
INC000000999742;IBERIA;IBERIA;28/02/2018 12:08;;Pending;Fallo Software:acceso internet;IAG EUC Remote Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;NEO-MARTINEZ VILLERGAS 49;MANAGER SERVICIOS VUELO (BCLES0)
INC000000999740;IBERIA;IBERIA;28/02/2018 12:06;;Pending;No me llegan los correos a esta dirección.;MICROSOFT OFFICE365;EUC;EUC;Baja;Esto no tiene nada que ver con este grupo;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);ATE’S & NAVIGATION (AMICN0AA)
INC000000999729;IBERIA;IBERIA;28/02/2018 11:46;;Pending;No le aparece el icono del programa ANALISIS POR MICROSOFT EXCEL;IAG EUC Remote Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;NEO-MARTINEZ VILLERGAS 49;CONSOLIDACIÓN Y REPORTING (3KEB00)
INC000000999728;IBERIA;IBERIA;28/02/2018 11:20;;In Progress;Fallo Peoplesoft: Garantía mal abonada;PeopleSoft Apps Support;Application Tower;RRHH;Media;;Mantenimiento Corporativa y RRHH;INCIDENT;28/02/2018;DATA ISSUE;;1;BIO AEROPUERTO;PRODUCCION_PASAJEROS (AHAIS00S)
INC000000999727;IBERIA;IBERIA;28/02/2018 11:34;;Pending;Solicita desbloqueo de usuario SAP.;SSI;Service Ops Tower;Service Ops Tower;Baja;;Unidad Control del Servicio;INCIDENT;28/02/2018;ACCESS FAILURE;PASSWORD RESET;1;HANGAR 5;SOPORTE PRODUCCION H6 CAD (AMIRD1PH)
INC000000999726;IBERIA;IBERIA;28/02/2018 11:15;;Assigned;LINUX_ibm - El job: D18OIB2 con OrderID: 313x3 del DataCenter: CTM_SERVER en la maquina: zlc, Aplica;USCIBMAM;Application Tower;Cobol Domain;Baja;;Mantenimiento COBOL;INCIDENT;28/02/2018;PROCESS FAILURE;BATCH;1;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000999721;IBERIA;IBERIA;28/02/2018 11:03;;Assigned;Mail message from CONTROL-M: Ha fallado el job R35O185 en zlc , avisar en horario laboral a USCIBMAM;USCIBMAM;Application Tower;Cobol Domain;Baja;;Mantenimiento COBOL;INCIDENT;28/02/2018;PROCESS FAILURE;BATCH;1;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000999720;IBERIA;IBERIA;28/02/2018 11:22;;Pending;AMO001 - NO PERMITE CAMBIO DE FECHA;Flight OPS IB;Application Tower;FLIGHT OPERATIONS;Baja;;Mantenimiento Operaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;EDIF.103 - HANGAR 1;MNG. PROGRAMACIÓN REVISIO (AMNB01)
INC000000999718;IBERIA;IBERIA;28/02/2018 11:05;;Pending;El iPad EFB OPS 002 tiene la pantalla rota.;Mobiles;Network Tower;Network Tower;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;HARDWARE FAILURE;;1;SIN IDENTIFICAR;
INC000000999717;IBERIA;IBERIA;28/02/2018 11:23;;In Progress;Fallo WEVIL - VUELO PROGRAMADO EN IBGEA QUE NO APARECE EN WEVIL;AIRPORT2;Application Tower;Aeropuertos;Media;;Mantenimiento Aeropuertos;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;SIN IDENTIFICAR;
INC000000999712;IBERIA;IBERIA;28/02/2018 10:56;;Pending;Fallo Software: acceso a teams - Estos son los mensajes de error que aparecen en mi PC;IAG EUC Remote Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;TERMINAL T4;BAGGAGE SUPORT CENTER (AHM0001W)
INC000000999711;IBERIA;IBERIA;28/02/2018 10:41;;In Progress;ApriceL - El proceso FTP_INFARE DIARIO ha FALLADO.;NIIT_MTO_GESING;Application Tower;REVENUE MANAGEMENT;Baja;;Mantenimiento Pasaje;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;1;SIN IDENTIFICAR;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000999708;IBERIA;IBERIA;28/02/2018 10:42;;Pending;iPad EFB OPS 007 con la pantalla rota.;Mobiles;Network Tower;Network Tower;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;HARDWARE FAILURE;;1;SIN IDENTIFICAR;
INC000000999706;IBERIA;IBERIA;28/02/2018 10:37;;Pending;[IBPLUS] no tengo acceso al portal de IBEX con mi usuario habitual FGI. El sistema indica “invalid u;NIIT_MTO_IBPLUS;Application Tower;Comercial y CRM;Media;Awaiting action from Emilio Macías (IBPLUS Business).;Mantenimiento Comercial y CRM;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;SIN IDENTIFICAR;
INC000000999705;IBERIA;IBERIA;28/02/2018 10:39;;In Progress;ApriceL - El proceso de INFARE DIARIO ha terminado con ERROR.;NIIT_MTO_GESING;Application Tower;REVENUE MANAGEMENT;Baja;;Mantenimiento Pasaje;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;1;SIN IDENTIFICAR;MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000000999698;IBERIA;IBERIA;28/02/2018 10:04;;Pending;[35876770] Error cambio de pin, tampoco se le puede suplantar.;AM_MTO_IBCOM;Application Tower;Ib.com;Baja;"2/28/2018 8:08:06 PM, NIIT.prani, We have sent the below update to business. ""Seems like the pin was not entered correctly which might be the reason it got blocked and that might be leading to profile lock. I have sent a new pin to the user please ask him to re-try with the new pin and let’s see if this is still a problem. If this is still not resolved we will pass to IBplus team to check with the relevant team to review the profile. /wl_app/ibprofiles_A/apli/logs/ProfilesV3.out:28 Feb 2018 15:09:02,964 INFO - [ UserOperationsAction::perform ] >> User Operations:35876770 /wl_app/ibprofiles_A/apli/logs/ProfilesV3.out:28 Feb 2018 15:09:05,569 INFO - [ UserOperationsAction::perform ] >> El pin-password introducido por el usuario no es valido: 35876770""";MANTENIMIENTO IB.COM;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;1;MANDOS;
INC000000999695;IBERIA;IBERIA;28/02/2018 09:56;;Assigned;LINUX_ibm - El job: R00O21TA con OrderID: 30t9d del DataCenter: CTM_SERVER en la maquina: zlc, Aplic;DESACAP_ELS;Delivery;Delivery;Baja;;Mantenimiento COBOL;INCIDENT;28/02/2018;PROCESS FAILURE;BATCH;1;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000999691;IBERIA;IBERIA;28/02/2018 10:59;;In Progress;IBConecta puertas de conexión . Errónea en el I2.3720/25feb.;AIRPORT2;Application Tower;Aeropuertos;Baja;;Mantenimiento Aeropuertos;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;NEO-MARTINEZ VILLERGAS 49;MNG. GEST. INCIDENCIAS Y (APSI00)
INC000000999689;IBERIA;IBERIA;28/02/2018 09:35;;Pending;[GENERAL] IBERIA APPLICATION - CI+;SSI;Service Ops Tower;Service Ops Tower;Baja;;Unidad Control del Servicio;INCIDENT;01/03/2018;SOFTWARE FAILURE;;1;NEO-MARTINEZ VILLERGAS 49;DIRECCIÓN RR.HH. SERV. AP (3HTA00)
INC000000999685;IBERIA;IBERIA;28/02/2018 09:35;;In Progress;[AMO001] No se abre;Flight OPS IB;Application Tower;FLIGHT OPERATIONS;Media;;Mantenimiento Operaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;NEO-MARTINEZ VILLERGAS 49;MNG. INGENIERIA SISTEMAS (APXA03)
INC000000999679;IBERIA;IBERIA;28/02/2018 09:20;;Pending;AMOS no funciona, se me queda colgado, me saltan avisos constantes de abrir una incidencia.;IAG EUC Remote Support;EUC;EUC;Media;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;NEO-MARTINEZ VILLERGAS 49;MNG. INGENIERIA SISTEMAS (APXA03)
INC000000999675;IBERIA;IBERIA;28/02/2018 09:30;;Assigned;[GENERAL] FALTA FICHERO CONTABLE T24 FEBRERO;DESACAP_ELS;Delivery;Delivery;Baja;;Mantenimiento COBOL;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;EDIF.110 - ALMACENES GENERALES;RESP. CTROL ING Y GEST. A (3KEMI0)
INC000000999662;IBERIA;IBERIA;28/02/2018 10:08;;In Progress;Accidente reflejado en la parte inferior que no al pinchar en “REVISADO PAC”;JAVA Apps Support;Application Tower;RRHH;Baja;Asignar UPLAS;Mantenimiento Corporativa y RRHH;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;SCQ AEROPUERTO;PERSONAL SCQ (AHAYP0EP)
INC000000999654;IBERIA;IBERIA;28/02/2018 08:45;;Assigned;El PID 15528 no está procesando mensajes, tiene acumulados más de 60000.;SYS;Application Tower;PSS;Media;;Mantenimiento Pasaje;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;SIN IDENTIFICAR;
INC000000999652;IBERIA;IBERIA;28/02/2018 08:56;;Pending;No le sale la progarmación de los vuelos en su calendario;SSI;Service Ops Tower;Service Ops Tower;Media;;Unidad Control del Servicio;INCIDENT;28/02/2018;SOFTWARE FAILURE;APPLICATION ERROR;1;SIN IDENTIFICAR (VUELO);FLOTA A320 (AVVIC0A0)
INC000000999650;IBERIA;IBERIA;28/02/2018 11:15;;In Progress;[GENERAL] IBERIA APPLICATION - CI+;PeopleSoft Apps Support;Application Tower;RRHH;Baja;;Mantenimiento Corporativa y RRHH;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;TERMINAL T4;ASIST.PAX T4_TRA_AG. (AHMDST4A)
INC000000999647;IBERIA;IBERIA;28/02/2018 10:53;;Pending;Fallo Software: problemas office;IAG EUC Remote Support;EUC;EUC;Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;28/02/2018;SOFTWARE FAILURE;;1;TALLER MOTORES;LRUs DE MOTOR (AMICM0CD)
